BOROUGH,NEIGHBORHOOD,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE
2,BAYCHESTER,2,0,2,1950,2166,1996,533667
2,SCHUYLERVILLE/PELHAM BAY,2,0,2,2440,1428,1935,533000
3,OLD MILL BASIN,2,0,2,2000,1450,1955,531000
4,SOUTH OZONE PARK,1,0,1,2651,1296,1925,530000
3,EAST NEW YORK,3,0,3,1800,3000,1910,530000
3,KENSINGTON,0,0,0,-,-,1965,530000
5,ARDEN HEIGHTS,1,0,1,2700,1700,1998,530000
4,WOODHAVEN,1,0,1,2500,1332,1935,530000
4,FOREST HILLS,0,0,0,-,-,1964,530000
3,CANARSIE,2,0,2,2400,3450,1960,530000
3,CONEY ISLAND,1,0,1,900,2025,2003,530000
4,REGO PARK,0,0,0,-,-,1952,530000
2,PELHAM GARDENS,1,0,1,2500,1944,1965,530000
4,HOLLIS,2,0,2,3040,1144,1930,530000
1,CHELSEA,0,0,0,-,-,1963,530000
4,ASTORIA,0,0,0,-,-,1960,530000
5,MIDLAND BEACH,1,0,1,2444,-,2016,528000
3,CYPRESS HILLS,3,0,3,1636,3480,1905,526000
3,FLATBUSH-CENTRAL,1,0,1,2683,1440,1920,525700
4,BELLEROSE,1,0,1,3000,1472,1925,525300
3,BOROUGH PARK,1,0,1,-,-,1991,525000
1,MIDTOWN EAST,0,0,0,-,-,1928,525000
3,EAST NEW YORK,0,0,0,4000,-,-,525000
4,MASPETH,2,0,2,2425,1128,1925,525000
3,CROWN HEIGHTS,2,0,2,2512,2990,1901,525000
3,FLATBUSH-CENTRAL,0,3,3,1708,2412,1931,525000
5,NEW SPRINGVILLE,2,0,2,2392,2800,2001,525000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1911,525000
3,MARINE PARK,1,0,1,1800,1120,1925,525000
4,HOWARD BEACH,2,0,2,3570,2784,1960,525000
2,BEDFORD PARK/NORWOOD,3,0,3,3000,2988,1899,525000
4,OZONE PARK,1,1,2,2500,2020,1905,525000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1963,525000
4,RICHMOND HILL,1,0,1,1877,1664,1915,525000
3,BEDFORD STUYVESANT,0,0,0,1133,-,-,525000
4,QUEENS VILLAGE,1,0,1,4000,1960,1920,525000
5,SUNNYSIDE,1,0,1,3000,1386,1982,524000
5,ROSSVILLE,1,0,1,3388,1600,1999,522500
4,QUEENS VILLAGE,1,0,1,3450,1530,1925,522000
5,ANNADALE,1,0,1,4000,1672,1975,520000
2,BAYCHESTER,3,0,3,4750,3380,1925,520000
5,ELTINGVILLE,1,0,1,2070,1152,1974,520000
5,ARDEN HEIGHTS,1,0,1,1972,1991,2011,520000
4,FLORAL PARK,1,0,1,4000,1169,1935,520000
4,LONG ISLAND CITY,0,0,0,-,-,1996,520000
4,FLUSHING-SOUTH,1,0,1,2160,1472,1925,520000
3,CANARSIE,1,0,1,2192,1601,1945,518500
3,BAY RIDGE,2,1,3,1161,3036,1929,516667
2,PELHAM GARDENS,1,0,1,2742,1612,1965,515000
4,RICHMOND HILL,1,0,1,2625,1312,1920,515000
3,BROOKLYN HEIGHTS,0,0,0,-,-,1935,515000
5,LIVINGSTON,1,0,1,4950,968,1955,515000
5,WEST NEW BRIGHTON,1,0,1,4100,2688,1980,515000
2,BAYCHESTER,2,0,2,1920,2585,1970,515000
5,ANNADALE,1,0,1,1759,1700,2004,512900
3,BENSONHURST,1,0,1,2000,600,1925,512500
3,FLATLANDS,2,0,2,2217,1744,1935,512000
5,NEW DORP,1,0,1,4000,1248,1950,512000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2700,1184,1930,510000
1,MURRAY HILL,0,0,0,-,-,1955,510000
4,HOLLIS,1,0,1,3768,1440,1930,510000
1,MIDTOWN EAST,0,0,0,-,-,1928,510000
3,FLATBUSH-EAST,1,0,1,2150,1554,1940,510000
5,WEST NEW BRIGHTON,1,0,1,3696,1230,1950,510000
3,CANARSIE,1,0,1,4167,1221,1960,510000
3,FLATBUSH-NORTH,3,0,3,2000,2320,1935,510000
5,NEW DORP,1,0,1,4600,1116,1910,510000
3,OLD MILL BASIN,1,0,1,2000,1316,1920,510000
4,ROSEDALE,1,0,1,4500,1125,1950,510000
4,RICHMOND HILL,2,0,2,1852,1400,1920,510000
3,BUSHWICK,1,0,1,-,-,2014,510000
5,LIVINGSTON,1,0,1,2280,1296,1935,510000
5,WESTERLEIGH,1,0,1,2375,1040,1920,510000
2,PARKCHESTER,2,0,2,2375,3280,1899,510000
4,ELMHURST,1,0,1,-,-,1987,508000
5,NEW SPRINGVILLE,1,0,1,3828,1889,1970,505986
2,MORRISANIA/LONGWOOD,2,0,2,2000,1706,1992,505000
5,GREAT KILLS,1,0,1,1204,1816,1997,505000
4,MASPETH,1,0,1,2826,1132,1960,505000
4,RICHMOND HILL,2,0,2,2000,2008,1910,505000
5,ELTINGVILLE,1,0,1,5850,1160,1955,505000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1964,505000
4,SPRINGFIELD GARDENS,1,0,1,3200,1400,1960,505000
2,WOODLAWN,1,0,1,2500,1748,1920,505000
4,ASTORIA,1,0,1,-,-,-,505000
1,MIDTOWN WEST,0,0,0,-,-,1920,505000
4,FAR ROCKAWAY,2,0,2,4631,2304,1960,505000
5,ELTINGVILLE,1,0,1,2800,1520,1980,505000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1959,504900
2,BEDFORD PARK/NORWOOD,0,0,0,2433,-,-,504033
4,FLUSHING-NORTH,1,0,1,-,-,2015,502652
4,ROSEDALE,1,0,1,4000,1125,1950,502350
2,WILLIAMSBRIDGE,3,0,3,2064,1272,1910,502000
4,SPRINGFIELD GARDENS,2,0,2,3234,2060,1920,501000
5,BULLS HEAD,1,0,1,1395,1884,2015,500916
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2408,1368,1925,500000
5,GRYMES HILL,2,0,2,6000,2228,1920,500000
3,BUSHWICK,0,0,0,2500,-,-,500000
4,SPRINGFIELD GARDENS,2,0,2,2945,2244,1965,500000
3,BRIGHTON BEACH,1,0,1,-,-,-,500000
1,CHELSEA,0,0,0,-,-,1910,500000
5,ROSSVILLE-CHARLESTON,1,0,1,11880,844,1930,500000
4,WOODSIDE,1,0,1,2442,1156,1935,500000
5,WESTERLEIGH,1,0,1,4000,1054,1940,500000
5,ANNADALE,1,0,1,2575,1339,2004,500000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,6880,1372,1925,500000
4,QUEENS VILLAGE,1,0,1,2300,1357,1920,500000
3,CANARSIE,2,0,2,1800,2142,1960,500000
4,RICHMOND HILL,1,0,1,2500,1576,1920,500000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1940,500000
2,RIVERDALE,0,0,0,-,-,1952,500000
3,FLATBUSH-EAST,0,0,0,2000,-,-,500000
5,TOTTENVILLE,1,0,1,2500,1800,1925,500000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2300,1280,1935,499999
2,PARKCHESTER,3,0,3,2455,1786,1920,499995
4,JACKSON HEIGHTS,0,0,0,-,-,1952,499900
4,SPRINGFIELD GARDENS,2,0,2,4686,1800,1950,499900
4,FAR ROCKAWAY,1,0,1,-,-,2007,499500
1,GREENWICH VILLAGE-CENTRAL,0,0,0,-,-,1930,499000
4,ASTORIA,0,0,0,-,-,1929,499000
3,CONEY ISLAND,1,0,1,-,-,2012,499000
5,CASTLETON CORNERS,2,0,2,5216,1456,1931,499000
5,RICHMONDTOWN,1,0,1,2856,1360,1965,499000
3,BROOKLYN HEIGHTS,1,0,1,-,-,1921,499000
2,PELHAM GARDENS,2,0,2,2500,3084,2010,499000
2,THROGS NECK,1,0,1,3025,1070,1930,499000
2,PELHAM GARDENS,2,0,2,2500,2980,2010,499000
3,BOROUGH PARK,1,0,1,-,-,2013,499000
2,WAKEFIELD,2,0,2,3500,1478,1920,499000
4,QUEENS VILLAGE,1,0,1,3000,1520,1925,499000
3,BERGEN BEACH,1,0,1,-,-,-,499000
1,MIDTOWN EAST,0,0,0,-,-,1963,499000
2,CASTLE HILL/UNIONPORT,3,0,3,2588,3600,1930,498000
5,BULLS HEAD,1,0,1,2500,1200,1995,495000
4,OZONE PARK,1,0,1,2523,1118,1920,495000
4,LAURELTON,1,0,1,4000,2176,1930,495000
4,KEW GARDENS,1,0,1,-,-,2013,493500
3,BOROUGH PARK,2,0,2,3639,2680,1925,492500
5,MANOR HEIGHTS,1,0,1,6000,1234,1995,492500
3,FLATLANDS,1,0,1,2600,1764,1930,492000
4,FOREST HILLS,0,0,0,-,-,1939,491959
2,CROTONA PARK,2,0,2,2112,2028,1901,490000
3,OLD MILL BASIN,1,0,1,2300,1248,1925,490000
1,GREENWICH VILLAGE-WEST,0,0,0,-,-,1915,490000
4,SPRINGFIELD GARDENS,2,0,2,5000,1099,1950,490000
2,MOTT HAVEN/PORT MORRIS,2,0,2,2368,2340,2000,490000
4,WOODHAVEN,1,0,1,1858,1344,1920,490000
5,BULLS HEAD,1,0,1,8175,1138,1950,490000
4,SPRINGFIELD GARDENS,0,0,0,2200,-,-,490000
4,MIDDLE VILLAGE,1,0,1,1800,1408,1940,490000
4,CORONA,1,0,1,-,-,-,490000
3,MARINE PARK,1,0,1,2250,1146,1920,490000
5,CLOVE LAKES,1,0,1,3960,1368,1965,490000
5,WESTERLEIGH,1,0,1,2860,840,1955,490000
2,CROTONA PARK,0,1,1,810,500,1931,490000
4,FLUSHING-NORTH,1,0,1,-,-,2005,490000
3,KENSINGTON,0,0,0,-,-,1931,490000
2,BEDFORD PARK/NORWOOD,1,0,1,2190,2715,1910,490000
2,MORRIS PARK/VAN NEST,1,0,1,2500,1404,1920,489850
5,NEW SPRINGVILLE,1,0,1,2280,1376,1975,489000
4,ROSEDALE,2,0,2,2500,1880,1960,488250
4,ROSEDALE,1,0,1,2467,1440,1960,488000
5,PLEASANT PLAINS,1,0,1,19040,1964,1899,485000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1961,485000
5,CONCORD,1,0,1,4730,1120,1923,485000
4,ROCKAWAY PARK,3,0,3,2946,2750,1988,485000
3,FORT GREENE,0,0,0,-,-,1958,485000
4,REGO PARK,1,0,1,-,-,1987,485000
4,WOODHAVEN,1,0,1,2141,1768,1920,485000
1,HARLEM-UPPER,1,0,1,-,-,-,481650
4,SUNNYSIDE,0,0,0,-,-,1922,481000
2,BAYCHESTER,2,0,2,1900,1800,1950,480000
4,HOLLIS,2,0,2,2500,2523,2005,480000
3,CYPRESS HILLS,3,0,3,2037,1400,1910,480000
5,ELTINGVILLE,1,0,1,2500,1280,1960,480000
4,FLORAL PARK,1,0,1,3000,1215,1925,480000
4,SOUTH OZONE PARK,1,0,1,2000,1304,1955,480000
5,ROSEBANK,1,0,1,1825,1176,1997,480000
1,TRIBECA,1,0,1,-,-,1990,480000
4,QUEENS VILLAGE,1,0,1,3483,2112,1920,480000
4,SOUTH JAMAICA,1,0,1,2225,1488,1925,480000
2,RIVERDALE,0,0,0,-,-,1967,480000
4,COLLEGE POINT,1,0,1,-,-,-,480000
2,RIVERDALE,0,0,0,-,-,1954,480000
3,FLATBUSH-NORTH,3,0,3,2500,3924,1935,480000
1,GRAMERCY,0,0,0,-,-,1931,480000
5,WILLOWBROOK,1,0,1,5712,960,1955,480000
5,BULLS HEAD,2,0,2,3325,1624,1980,479000
2,WOODLAWN,2,0,2,2500,1984,1940,477000
4,FOREST HILLS,0,0,0,-,-,1956,477000
3,BUSHWICK,1,0,1,-,-,2014,475566
4,OZONE PARK,2,0,2,2500,2200,1910,475000
5,MIDLAND BEACH,1,0,1,1400,1600,1991,475000
3,BATH BEACH,1,0,1,-,-,2012,475000
5,ARDEN HEIGHTS,1,0,1,1720,1480,1970,475000
1,MURRAY HILL,0,0,0,-,-,1941,475000
2,THROGS NECK,3,0,3,2600,2535,1988,475000
1,SOUTHBRIDGE,0,0,0,-,-,1971,475000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1962,474500
3,BAY RIDGE,0,0,0,-,-,1924,473000
3,SHEEPSHEAD BAY,1,0,1,-,-,1991,472000
4,SOUTH JAMAICA,1,0,1,2300,1072,1920,471000
4,WOODHAVEN,1,0,1,1600,1140,1920,470000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1935,470000
2,HUNTS POINT,3,0,3,2083,3253,2004,470000
3,CANARSIE,2,0,2,2200,2024,1960,470000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2000,1120,1920,470000
4,QUEENS VILLAGE,1,0,1,3900,1225,1950,470000
4,JACKSON HEIGHTS,1,0,1,-,-,-,470000
5,GREAT KILLS,1,0,1,2862,1080,1960,470000
4,FLUSHING-NORTH,1,0,1,-,-,-,470000
4,SOUTH OZONE PARK,1,0,1,1920,1088,1955,470000
1,HARLEM-CENTRAL,1,0,1,-,-,-,470000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1930,470000
5,BULLS HEAD,1,0,1,1426,1272,2005,470000
2,THROGS NECK,1,0,1,1800,1332,1955,470000
4,QUEENS VILLAGE,1,0,1,3242,1234,1950,470000
3,DOWNTOWN-FULTON MALL,0,0,0,-,-,1964,470000
4,OZONE PARK,2,0,2,1700,2176,1920,469775
4,QUEENS VILLAGE,1,0,1,4000,1163,1945,469000
5,GREAT KILLS,0,2,2,5000,2000,1986,469000
5,PORT RICHMOND,2,0,2,3713,2059,2014,469000
4,QUEENS VILLAGE,1,0,1,1638,1224,1940,469000
5,BULLS HEAD,1,0,1,1533,-,2016,468468
2,WESTCHESTER,2,0,2,2498,1936,1920,468000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1962,468000
1,HARLEM-CENTRAL,1,0,1,-,-,2015,466440
4,FLUSHING-NORTH,1,0,1,-,-,2013,466440
5,PORT RICHMOND,2,0,2,6623,2059,2015,466440
1,CLINTON,0,0,0,-,-,1910,466000
4,EAST ELMHURST,1,0,1,2542,1104,1950,466000
4,OZONE PARK,1,0,1,2600,1344,1905,465000
4,RICHMOND HILL,1,0,1,2200,1216,1925,465000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1966,465000
5,BULLS HEAD,1,0,1,6110,1140,1945,465000
4,BAYSIDE,1,0,1,-,-,1985,465000
5,GREAT KILLS,1,0,1,2945,1296,1965,465000
4,COLLEGE POINT,1,0,1,-,-,-,465000
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1900,465000
2,MORRIS PARK/VAN NEST,1,0,1,1800,1782,1940,465000
1,INWOOD,0,0,0,-,-,1935,465000
4,QUEENS VILLAGE,1,0,1,4000,1488,1930,465000
4,SOUTH JAMAICA,1,0,1,2142,930,1920,465000
4,RICHMOND HILL,1,0,1,1903,1296,1925,464000
4,SOUTH OZONE PARK,1,0,1,2000,756,1925,462000
4,ELMHURST,1,0,1,-,-,-,460600
3,PARK SLOPE,1,0,1,-,-,-,460200
3,BOROUGH PARK,1,0,1,-,-,-,460000
5,ARROCHAR,1,0,1,1024,1176,1997,460000
3,FLATBUSH-EAST,2,0,2,1720,1500,1925,460000
4,ST. ALBANS,1,0,1,3000,1360,1920,460000
4,ST. ALBANS,1,0,1,2675,1014,1960,460000
4,LAURELTON,1,0,1,5000,1148,1945,460000
3,SUNSET PARK,1,0,1,-,-,2011,460000
4,SO. JAMAICA-BAISLEY PARK,2,0,2,3750,1920,1970,460000
5,ARDEN HEIGHTS,2,0,2,2070,2392,1980,460000
5,WEST NEW BRIGHTON,2,0,2,1728,1925,2003,460000
2,RIVERDALE,0,0,0,-,-,1960,460000
5,WILLOWBROOK,1,0,1,2834,1296,1970,460000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1951,460000
3,SEAGATE,1,0,1,2000,1520,1980,459000
4,LAURELTON,1,0,1,4000,1768,1950,458000
4,OZONE PARK,2,0,2,2000,1426,1940,458000
4,SPRINGFIELD GARDENS,1,0,1,2760,1512,1930,457920
2,WESTCHESTER,2,0,2,2575,3676,1930,457000
4,BEECHHURST,0,0,0,-,-,1956,455793
4,FLUSHING-NORTH,1,0,1,-,-,-,455000
5,ELTINGVILLE,1,0,1,2700,1280,1973,455000
2,WOODLAWN,1,0,1,2500,1397,1935,455000
4,ROCKAWAY PARK,1,0,1,1100,920,1905,455000
3,PARK SLOPE SOUTH,1,0,1,-,-,1989,455000
5,TOTTENVILLE,1,0,1,2500,1216,1977,455000
3,FLATBUSH-EAST,1,0,1,2433,1400,1940,453000
5,NEW DORP,1,0,1,4788,1920,1920,452000
3,DOWNTOWN-METROTECH,0,0,0,-,-,1950,452000
4,FLUSHING-NORTH,0,0,0,-,-,-,451230
4,FAR ROCKAWAY,3,0,3,1718,2760,2004,450000
4,LAURELTON,1,0,1,3042,1410,1935,450000
3,EAST NEW YORK,2,0,2,2438,2560,1901,450000
5,SOUTH BEACH,1,0,1,1300,1254,2000,450000
4,HOLLIS,1,0,1,2700,1669,1940,450000
2,BRONXDALE,0,4,4,12069,4779,1965,450000
5,WESTERLEIGH,1,0,1,2500,1204,1920,450000
5,TOTTENVILLE,1,0,1,4318,1013,1935,450000
4,HOLLIS,1,0,1,3904,1430,1925,450000
2,PELHAM GARDENS,1,0,1,2492,1728,1965,450000
4,ST. ALBANS,1,0,1,3000,1200,1930,450000
3,FLATBUSH-NORTH,2,0,2,1935,1723,1945,450000
4,HOLLIS,1,0,1,4000,1260,1945,450000
3,EAST NEW YORK,1,0,1,3600,1504,1930,450000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1940,450000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1961,450000
5,WILLOWBROOK,1,0,1,3000,2060,2005,450000
5,GREAT KILLS,1,0,1,2020,1144,1990,450000
5,GRANT CITY,0,1,1,5000,1085,1930,450000
3,FLATLANDS,2,0,2,2700,1300,1920,450000
4,FLORAL PARK,0,2,2,2000,1600,1937,450000
3,EAST NEW YORK,4,0,4,2213,2360,1915,450000
5,WOODROW,1,0,1,5000,840,1955,450000
4,CORONA,3,0,3,2072,1620,1910,450000
4,SPRINGFIELD GARDENS,1,0,1,6420,1570,1930,449900
4,FLUSHING-NORTH,1,0,1,-,-,-,449000
4,FLUSHING-NORTH,1,0,1,-,-,2014,446234
5,MIDLAND BEACH,1,0,1,2000,1200,2015,446059
2,WAKEFIELD,1,0,1,3327,1064,1920,446000
4,HOLLIS,1,0,1,1942,1184,1925,445500
1,HARLEM-CENTRAL,1,0,1,-,-,1910,445500
4,HOLLIS,1,0,1,2500,1240,1930,445000
3,BAY RIDGE,0,0,0,-,-,1969,445000
1,MIDTOWN EAST,0,0,0,-,-,1924,445000
2,WESTCHESTER,2,0,2,2207,1844,1900,445000
4,SPRINGFIELD GARDENS,1,0,1,1900,868,1925,445000
4,ROSEDALE,1,0,1,4700,1998,1960,445000
3,FLATLANDS,1,0,1,1760,1683,1940,445000
4,ELMHURST,0,0,0,-,-,1962,445000
3,BOROUGH PARK,1,0,1,-,-,-,444150
3,SPRING CREEK,1,0,1,2375,1668,2016,441761
5,WILLOWBROOK,1,0,1,-,-,2015,441176
5,MIDLAND BEACH,1,0,1,2000,1200,2015,441090
5,MIDLAND BEACH,1,0,1,2000,1200,2015,441090
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1938,440000
3,SHEEPSHEAD BAY,0,0,0,-,-,1958,440000
4,SPRINGFIELD GARDENS,1,0,1,2500,912,1930,440000
2,SCHUYLERVILLE/PELHAM BAY,1,0,1,2375,1694,1930,440000
5,BULLS HEAD,1,0,1,1170,1450,1988,440000
4,RIDGEWOOD,1,0,1,-,-,2008,440000
1,LOWER EAST SIDE,1,0,1,-,-,-,440000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1959,440000
4,ROSEDALE,2,0,2,4033,2340,1950,440000
3,EAST NEW YORK,1,0,1,2000,1300,1925,440000
4,RICHMOND HILL,2,0,2,2150,1386,1920,440000
4,SPRINGFIELD GARDENS,1,0,1,3353,1294,1925,440000
2,BELMONT,2,0,2,2375,2380,1925,440000
4,ELMHURST,1,0,1,-,-,2004,439800
4,SOUTH OZONE PARK,1,0,1,2000,848,1930,439000
2,KINGSBRIDGE HTS/UNIV HTS,3,0,3,1300,3000,2006,438712
5,NEW SPRINGVILLE,1,0,1,2090,1232,1982,438000
2,BAYCHESTER,1,0,1,2651,1260,1960,437000
5,OAKWOOD-BEACH,1,0,1,5000,816,1955,437000
4,FLUSHING-SOUTH,1,0,1,-,-,2014,436020
3,OLD MILL BASIN,1,0,1,1800,1818,1955,436000
1,MIDTOWN CBD,0,0,0,-,-,1960,435000
3,FLATBUSH-NORTH,1,0,1,2058,1440,1945,435000
4,SOUTH OZONE PARK,1,0,1,2520,1372,1930,435000
3,CONEY ISLAND,1,0,1,-,-,2012,435000
5,NEW SPRINGVILLE,1,0,1,2016,2028,1996,435000
4,QUEENS VILLAGE,1,0,1,1656,1818,1945,435000
5,HUGUENOT,1,0,1,2000,1120,1985,435000
2,SCHUYLERVILLE/PELHAM BAY,2,0,2,2500,2079,1950,435000
4,WOODSIDE,0,0,0,-,-,1935,435000
4,FOREST HILLS,0,0,0,-,-,1964,435000
4,ST. ALBANS,1,0,1,2000,1280,1935,435000
3,EAST NEW YORK,1,0,1,2710,1134,1992,435000
5,TRAVIS,1,0,1,-,-,1983,435000
5,SOUTH BEACH,2,0,2,4925,2835,1990,434000
4,CORONA,1,0,1,-,-,2011,433000
4,BELLEROSE,2,0,2,2700,1656,1925,433000
4,SOUTH JAMAICA,1,0,1,2500,1014,1925,432000
4,JACKSON HEIGHTS,0,0,0,-,-,1928,432000
3,SHEEPSHEAD BAY,1,0,1,-,-,-,432000
3,FLATBUSH-EAST,2,0,2,1600,1624,1899,432000
3,PARK SLOPE SOUTH,3,0,3,1733,2104,1899,431838
4,ROSEDALE,1,0,1,3560,1912,1955,430000
2,BRONXDALE,2,0,2,4184,1680,1910,430000
5,LIVINGSTON,1,0,1,4500,1594,1920,430000
5,PLEASANT PLAINS,1,0,1,2511,1512,2001,430000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1963,430000
3,CONEY ISLAND,0,0,0,-,-,1964,430000
3,OLD MILL BASIN,1,0,1,1800,868,1925,430000
5,WILLOWBROOK,1,0,1,-,-,2015,430000
3,FLATBUSH-CENTRAL,2,0,2,2050,2080,1899,430000
4,LAURELTON,1,0,1,2878,1528,1940,430000
1,MIDTOWN WEST,0,0,0,-,-,1962,429000
5,WEST NEW BRIGHTON,1,0,1,4410,1167,2010,427450
4,KEW GARDENS,1,0,1,-,-,2001,427000
2,WAKEFIELD,1,0,1,2267,1918,1930,426000
4,RICHMOND HILL,2,0,2,2071,1944,1920,425000
5,MARINERS HARBOR,0,1,1,6600,1680,1931,425000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1960,425000
4,GLENDALE,1,0,1,-,-,-,425000
3,CYPRESS HILLS,2,0,2,2500,2280,1899,425000
5,WOODROW,1,0,1,1669,1828,1993,425000
4,CORONA,1,0,1,-,-,-,425000
3,EAST NEW YORK,1,0,1,1800,1134,1990,425000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1959,425000
4,WOODHAVEN,3,0,3,2000,1888,1901,425000
4,OZONE PARK,2,0,2,2158,1992,1925,425000
3,EAST NEW YORK,1,0,1,1900,1670,1899,425000
3,EAST NEW YORK,2,0,2,1520,1716,1910,425000
4,LAURELTON,1,0,1,2000,1542,1935,425000
4,OZONE PARK,1,1,2,1748,1864,1920,425000
2,WOODLAWN,1,0,1,2000,1380,1920,425000
4,SPRINGFIELD GARDENS,1,0,1,2002,923,1920,425000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1964,425000
5,GREAT KILLS,1,0,1,2000,1292,1965,423000
4,FAR ROCKAWAY,2,0,2,2831,2508,2002,423000
5,OAKWOOD,1,0,1,6000,756,1955,422000
2,BRONXDALE,1,0,1,1800,1575,1950,4.20E+05
5,TOTTENVILLE,1,0,1,1152,1100,1998,420000
5,ELTINGVILLE,1,0,1,3036,1920,1970,420000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1910,420000
5,CLOVE LAKES,1,0,1,2478,1170,1986,420000
4,SO. JAMAICA-BAISLEY PARK,2,0,2,3920,2000,1930,420000
5,WEST NEW BRIGHTON,1,0,1,7176,1360,1899,420000
4,LAURELTON,1,0,1,4000,1665,1940,420000
4,RICHMOND HILL,2,0,2,3680,2203,1910,420000
4,QUEENS VILLAGE,1,0,1,3750,1305,1925,420000
5,NEW SPRINGVILLE,1,0,1,-,-,1979,420000
4,OAKLAND GARDENS,1,0,1,-,-,-,420000
3,SPRING CREEK,1,0,1,1900,1606,2016,419666
3,SPRING CREEK,1,0,1,1900,1638,2016,419666
3,SHEEPSHEAD BAY,0,0,0,-,-,-,418940
3,BROWNSVILLE,2,0,2,2005,2310,2004,418100
2,THROGS NECK,1,0,1,2520,960,1965,418000
2,MOTT HAVEN/PORT MORRIS,2,0,2,2500,1449,1910,418000
3,FLATLANDS,2,0,2,2383,2478,1965,417254
1,MIDTOWN EAST,0,0,0,-,-,1927,417000
4,FOREST HILLS,0,0,0,-,-,1964,417000
4,SOUTH JAMAICA,1,0,1,3781,1050,1915,415000
2,PELHAM PARKWAY SOUTH,1,0,1,2500,1458,1935,415000
2,WOODLAWN,1,0,1,4689,1036,1910,415000
4,LAURELTON,1,0,1,3800,1460,1950,415000
4,FOREST HILLS,0,0,0,-,-,1957,415000
4,HOLLIS,1,0,1,4200,1392,1925,415000
2,BRONXDALE,2,0,2,2000,1560,1945,415000
5,ELTINGVILLE,1,0,1,4000,1709,1975,414000
5,PLEASANT PLAINS,1,0,1,2744,1330,2002,414000
4,ASTORIA,2,0,2,2000,2290,1940,410800
2,MOTT HAVEN/PORT MORRIS,2,0,2,2000,2280,1993,410036
5,MIDLAND BEACH,1,0,1,2800,1160,1925,410000
5,ARDEN HEIGHTS,1,0,1,-,-,1980,410000
4,ARVERNE,2,0,2,3066,1764,1940,410000
5,GREAT KILLS,1,0,1,1360,1330,1988,410000
4,RICHMOND HILL,2,0,2,1600,1008,1915,410000
4,RICHMOND HILL,2,0,2,2025,1496,1920,410000
1,MIDTOWN EAST,0,0,0,-,-,1963,410000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1942,410000
4,OZONE PARK,1,0,1,1800,1243,1920,410000
1,MIDTOWN EAST,0,0,0,-,-,1970,410000
4,FOREST HILLS,0,0,0,-,-,1956,410000
4,HAMMELS,2,0,2,1802,1205,1920,410000
5,ARDEN HEIGHTS,1,0,1,1085,1690,1989,409999
5,NEW BRIGHTON,2,0,2,3500,2728,1920,408000
2,BAYCHESTER,2,0,2,1710,1697,1959,408000
4,ELMHURST,1,0,1,-,-,2014,406614
2,WAKEFIELD,2,0,2,2431,2048,1901,405600
5,STAPLETON-CLIFTON,1,0,1,1534,1778,2015,405498
5,CASTLETON CORNERS,1,0,1,2300,1800,1994,405000
3,CANARSIE,2,0,2,3660,2048,1920,405000
2,SCHUYLERVILLE/PELHAM BAY,2,0,2,2961,2185,1910,405000
2,EAST TREMONT,3,0,3,1500,2700,2006,405000
1,ALPHABET CITY,0,0,0,-,-,1928,404000
4,ASTORIA,1,0,1,-,-,-,404000
4,FLUSHING-NORTH,1,0,1,-,-,-,403800
3,KENSINGTON,0,0,0,-,-,1950,401000
4,FLUSHING-SOUTH,1,0,1,-,-,2014,400530
4,EAST ELMHURST,1,0,1,-,-,1930,400000
5,TOTTENVILLE,2,0,2,4000,-,2016,400000
4,SOUTH JAMAICA,1,0,1,3800,774,1960,400000
4,OZONE PARK,1,1,2,1748,1872,1920,400000
5,ROSSVILLE,1,0,1,1476,1088,1986,400000
3,SUNSET PARK,0,0,0,-,-,1927,400000
